k,dist,is_come_together
0.018519128048736982,1.8907884631401126,False
0.018519128048736982,1.7978821227310748,False
0.018519128048736982,0.8800970839479814,True
0.02222224951928171,1.0778363740024277,True
0.02222224951928171,2.52224979416282,False
0.02222224951928171,0.8000009826941414,True
0.02222224951928171,2.689098795719816,False
0.027558126566766473,2.8385204805082784,False
0.027558126566766473,2.592258951137795,False
0.022097604578242443,1.2171748948464065,True
0.022097604578242443,1.4374062898177846,True
0.025685861637069173,1.400821742513654,True
0.025685861637069173,1.5809851278346898,True
0.02044074770618449,1.9829895838562785,False
0.02044074770618449,2.0344962787589944,False
0.02044074770618449,2.391764019198937,False
0.020401294709145347,2.5322477855901266,False
0.020401294709145347,1.0404660301664124,True
0.020401294709145347,2.8468762267744587,False
0.01696785467041752,1.9344098514112713,False
0.01696785467041752,2.0535485877505026,False
0.009889188728946707,1.6267790604754784,False
0.009889188728946707,1.6624429247449948,False
0.0071181096938296665,0.7616377372397743,True
0.0071181096938296665,0.8662479217489261,True
0.008339633372114295,1.6178942476563605,False
0.008339633372114295,0.9757460143614071,True
0.012035526442652912,0.8498692503430455,True
0.012035526442652912,0.971118579166611,True
0.012035526442652912,1.9682593939007247,False
0.011464414993525756,1.484918366831522,False
0.011464414993525756,0.6565066990848111,True
0.011464414993525756,1.708438262060607,False
0.008004658215666023,0.6005627857928468,True
0.008004658215666023,1.6054329382076773,False
0.0019305019305019305,0.129401243435281,True
0.0019305019305019305,0.1670330469072277,True
0.0019305019305019305,0.16891891891891891,True
0.010022334118861796,1.4941683469847666,False
0.010022334118861796,1.6887707339778095,False
0.008797965789335165,1.5572461579526051,False
0.008797965789335165,1.421695194307317,False
0.022627589585084585,0.8308516897820176,True
0.022627589585084585,2.5456289699640657,False
0.022627589585084585,1.0184929179593065,True
0.022627589585084585,2.841587439161873,False
0.02366756069750978,2.5087893436401036,False
0.02366756069750978,2.6770511715997776,False
0.02366756069750978,2.497376287419733,False
0.008792163687876078,1.0890399985578052,False
0.008792163687876078,0.6802004464033395,True
0.008792163687876078,1.2012891901040825,False
0.012350530496480596,1.5814587853043984,False
0.012350530496480596,1.7282470271652968,False
0.01306070729159902,0.9409376252146981,True
0.01306070729159902,0.9080949266789484,True
0.017573837210993547,0.8347572675221935,True
0.017573837210993547,1.0465659026982321,True
0.017573837210993547,1.0206451348614292,True
0.01408749493278502,1.5217103099141935,False
0.01408749493278502,0.854154221399989,True
0.01408749493278502,0.7693500724363451,True
0.011927857708742419,0.6593041751960912,True
0.011927857708742419,0.7940092756451441,True
0.011927857708742419,1.7206012265425312,False
